,Unnamed: 0,textID,text,selected_text,sentiment,kfold
234,234,d1947e8c88,at the R&amp;R fashion show with kacie,at the R&amp;R fashion show with kacie,neutral,0
235,235,6391d674ac,_Photography Good Morning! Hope you have a great day!!,Good Morning! Hope you have a great day!!,positive,0
236,236,e0624c1465,I'm still waiting for the Oprah touch,I'm still waiting for the Oprah touch,neutral,0
237,237,937a0e0cfa,"Doing my FF later, too busy making up plans for today. Beshie   is gonna be in DC June 5-6 for a bball game.",busy,negative,0
238,238,672e5cae20,I really want to go to milwaukee but my sis doesn't want to  well she won't tell me,my sis doesn't want to  well,negative,0
239,239,8d57acb86c,Back at home and phone my grandma... I love her and miss her,Back at home and phone my grandma... I love her and miss her,neutral,0
240,240,031cf55c6b, that would be most ideal. However...now I dont see myself leaving before 3  Gonna have to take a rain check,that would be most ideal. However...now I dont see myself leaving before 3  Gonna have to take a rain check,neutral,0
241,241,edba2e5548,awake sadly        seeing Leon today !,sadly,negative,0
242,242,ba6ed08298,forgot the pin of my debit card. thank God the card still works after several attempts. just bought cake for sister's birthday. wheew!,thank God th,positive,0
243,243,0f8ac8587a,Morning  don't ask me why I'm up so early,Morning  don't ask me why I'm up so early,neutral,0
244,244,3fdf6fd85b," Yeh I suppose, but its not the same you know? To me Henry isn't really a gunner any more","Yeh I suppose, but its not the same you know? To me Henry isn't really a gunner any more",neutral,0
245,245,b879b7d689,Slowly getting ready for work,Slowly getting ready for work,neutral,0
246,246,eb49bb4e9b,sam and sean are teasing me saying they are gonna get wings without me,sam and sean are teasing me saying they are gonna get wings without me,neutral,0
247,247,2ec9fe9bab,"Morning ;Sports day today, and I have to do the three-legged race with   ; Mr Pettigrew said I'm not aloud to trip her up","Morning ;Sports day today, and I have to do the three-legged race with   ; Mr Pettigrew said I'm not aloud to trip her up",neutral,0
248,248,c049a372a4,Why are embossers so expensive? Can I do get one on the cheap? Trying to save 75%. Papersource order goes in TONIGHT. Sry bank account,Why are embossers so expensive? Can I do get one on the cheap? Trying to save 75%. Papersource order goes in TONIGHT. Sry bank account,neutral,0
249,249,bc37aeaa2f,Sometimes knowledge is not a good thing.    http://digg.com/d1sPp7,Sometimes knowledge is not a good thing.,negative,0
250,250,12e07abeaa, I'll take a look tomorrow - definitely want to graph as many tweets as possible!,I'll take a look tomorrow - definitely want to graph as many tweets as possible!,neutral,0
251,251,f602093f0f,"Oh, tonight is a good night",tonight is a good night,positive,0
252,252,16a09e66ff, shelaaaaaaaa,shelaaaaaaaa,neutral,0
253,253,2c8362434b," that's half the solution, it doesn't address the intrusion into the link-sharing process, but thanks",thanks,positive,0
254,254,17c8c317f0,"Scream just played on my iPod. First thing that comes to mind, BEAR MACHINEEEEE!!!! Lol","Scream just played on my iPod. First thing that comes to mind, BEAR MACHINEEEEE!!!! Lol",neutral,0
255,255,9c4ba03196, Chica! Two more days!  I want the US Elle too.,Chica! Two more days!  I want the US Elle too.,neutral,0
256,256,02ed1e6556, I would love to see the sun again.  It has been raining here for 3 days now.,love,positive,0
257,257,d306f01186, the following week would be better - I'll be gone next week,would be better,positive,0
258,258,7baccbb14f," I don't know, I noticed that happens to me sometimes too.","I don't know, I noticed that happens to me sometimes too.",neutral,0
259,259,3b92cad313,someone save me from boredom.,boredom.,negative,0
260,260,a19c30adc7,I should be in NYC right now with some of my favorite people but instead I am stuck in RI.,I should be in NYC right now with some of my favorite people but instead I am stuck in RI.,neutral,0
261,261,babed95a28,"It has been 24 hours now, since I had my dog put to sleep.  RIP my old friend.",RIP my old friend.,negative,0
262,262,51a4acf014,_yst so u are very burnt  sorry back or front burnt?,burnt  sorry,negative,0
263,263,815639af16,_sb I swear mine was evil  it was green and everything LOL,_sb I swear mine was evil  it was green and everything LOL,neutral,0
264,264,81002651f8,Glued to the copier machine today.,Glued to the copier machine today.,neutral,0
265,265,6109fbeca5,"Watching Almost Famous with Andrew, Michael, and Yolanda","Watching Almost Famous with Andrew, Michael, and Yolanda",neutral,0
266,266,fab73f3a9f,_b BF @ gig in Portland OR.  That's not driving distance to come save me from Burbank. I stuck ATM.  Working on plan B,stuck,negative,0
267,267,379f3eb40c," It's Alright,It's Ok-Ashley Tisdale","It's Alright,It's Ok-Ashley Tisdale",neutral,0
268,268,3fd83f8e21,Is sad that her brother is having a bad day,Is sad th,negative,0
269,269,2fcf97e2ff," def cheese and onion  however after being back in the states for 4 months, finding a bag of salt&amp;vinegar...they tasted GREAT!",d GREAT,positive,0
270,270,c865a00b8a,Going home but will be back! After I get groceries and stuff,Going home but will be back! After I get groceries and stuff,neutral,0
271,271,bfc65afb8b,loves it that the first Monday of May is a Bank Holiday!  http://plurk.com/p/roxar,loves it th,positive,0
272,272,b3a07eb482,"Dad: &quot;No trips to Lahore for you.&quot; Me: &quot;I do live in DC &amp; NYC which also = big targets.&quot; Bummer, no Pizza Hut chicken tikka pizza for me","Bummer,",negative,0
273,273,4f5340eafa,"_nexus he has to have a new suitcase, but he is just so bloody indecicive, everytime he wants to buy something it takes HOURS",bloody,negative,0
274,274,22c06dbbd7," yay! now ill shall take your picture, and get a tattoo on my arm","yay! now ill shall take your picture, and get a tattoo on my arm",neutral,0
275,275,ee8acd3de2, awww i'm sorry  what kind of fish did you have?,awww i'm sorry  what kind of fish did you have?,negative,0
276,276,468cef572b,Doesn't have to go to work tomorrow! Good times! Revision though,Good,positive,0
277,277,2ab82634d5,had an awsome salad! I recommend getting the Spicey buffalo chicken salad!,had an awsome salad!,positive,0
278,278,fb95fce6b7, Like you're not enjoying the hell out if it.,Like you're not enjoying the hell out if it.,neutral,0
279,279,bce992a904,_Bayliss Naww... when should we go on mega scotter?,Naww... when should we go on mega scotter?,neutral,0
280,280,e1ba81c864,  lure her in with a foot massage!,lure her in,positive,0
281,281,291e9d5727,So bored... need more people for rsmv !!  jagex doesn't let u say RSMV unless its the first word u say in the sentence.. sad,sad,negative,0
282,282,8306d6ef78, yeah yeah gd night then,gd,positive,0
283,283,01427ed7f0,Mad tired. But it's the hols! I miss chomp chomp terribly!,Mad tired. But it's the hols! I miss chomp chomp terribly!,negative,0
284,284,64a62607f1, Ah  Not doing cbeebies epg by any chance are you hehe. need pinkyponk crash warnings ;-) Is your journey home long?,Ah  Not doing cbeebies epg by any chance are you hehe. need pinkyponk crash warnings ;-) Is your journey home long?,neutral,0
285,285,d9f1ef6dec, I love it...that's going to be one of my new fave quotes.,love,positive,0
286,286,7fb66b3ad5, I wish y'all...unfortunately I won't be able to make it...gotta work my 2nd gig today,.unfortunately,negative,0
287,287,8f3e73cf09,"Screw the reviews, I thought Wolverine was awesome. But not enough Dominic Monaghan for my liking.",I thought Wolverine was awesome.,positive,0
288,288,6ec26d122e,feels great after solving a minor but long term problem with 3ds max just now!  Maybe I should try animating the avatar after all? xD,feels great,positive,0
289,289,4d2cebb56d,Hoping the day gets better now,Hoping,positive,0
290,290,826958a101,I'm going to bed ....it's weird the 1st time in a long time.. He didn't call and say goodnight  ... Ima lil curious,I'm going to bed ....it's weird the 1st time in a long time.. He didn't call and say goodnight  ... Ima lil curious,neutral,0
291,291,5f8ead4a60,"Watched GossiP.Girl. Dan's so funny, haha.","Dan's so funny,",positive,0
292,292,4688288163,....yup stil at work,....yup stil at work,neutral,0
293,293,f794210faa, wtf kinda best friend am I? I *still* haven't met the hubby. That depresses me,wtf kinda best friend am I? I *still* haven't met the hubby. That depresses me,negative,0
294,294,1fbce7ad49, you and  are both baitersss  hope tonight is fun!,s  hope tonight is fun,positive,0
295,295,5d51c85bf9,http://tinyurl.com/nqudrt - Hurt my finger at work,Hurt,negative,0
296,296,215112b6b0,"Had a good time at Flap-a-taco with , , and ",good,positive,0
297,297,a7725ede5a, tweet often and it'll draw followers to you,tweet often and it'll draw followers to you,neutral,0
298,298,82171252c0,Last day of college today!,Last day of college today!,neutral,0
299,299,bfc6990ce4,_Manford Awww thats such a lovely thing for u to say to me  are u doing any in manchester? x,lovely,positive,0
300,300,97e3a41928, haha so the whole worlds there then lol,haha so the whole worlds there then lol,neutral,0
301,301,406925b67c,the cuckoo is back! this year's model starts chirping  at 11 am instead of 4 am.,the cuckoo is back! this year's model starts chirping  at 11 am instead of 4 am.,neutral,0
302,302,03e9eddd1f,I need a blankie  this trains an icebox,I need a blankie  this trains an icebox,neutral,0
303,303,7107ef22f7,Rain. One more reason to stay snuggled beneath the duvet,Rain. One more reason to stay snuggled beneath the duvet,neutral,0
304,304,fc2493c600,  They follow me,They follow me,neutral,0
305,305,ce1ac5a388,greeting again every momma : Happy Momma's Day!,greeting again every momma : Happy Momma's Day!,positive,0
306,306,772aeb5f05,pulled from interesting meeting to an urgent support request,interesting me,positive,0
307,307,6d059e310b,Hitting the (fairly empty) shops in Orlando! Off to downtown Disney later  http://tinyurl.com/cdsuws,Hitting,negative,0
308,308,7137ed21f3," so which one are you The Good, The Bad or The Ugly","so which one are you The Good, The Bad or The Ugly",neutral,0
309,309,63909798fe, besides when u come and visit ill have more room for u!,besides when u come and visit ill have more room for u!,neutral,0
310,310,6a44382705,Poor Nicole just absolutely DESTROYED her cell phone,absolutely DESTROYED,negative,0
311,311,21c2d1c2b5,wish i was going to prom!!!!  oh well..going to go wish my girls good luck!! then going to good oll APPLEBEES!!! yumm,wish i was going to prom!!!!  oh well..going to go wish my girls good luck!! then going to good oll APPLEBEES!!! yumm,positive,0
312,312,06cad97de6, If only we could ever actually be allowed to stay here and do that,If only we could ever actually be allowed to stay here and do that,neutral,0
313,313,7591c0b0b9," Rt/WestCoastGal88 - It's the facial hair, they both need to shave  [Jr and JJ]","Rt/WestCoastGal88 - It's the facial hair, they both need to shave  [Jr and JJ]",neutral,0
314,314,3f954203e6,Fishing on WoW while listening to ska on Pandora. Such a lazy Sunday morning,lazy,negative,0
315,315,6b2cb720c4,With my baby drinking. God I love her,love,positive,0
316,316,354393833c,"Finally home! Tp tetep, kurang 3BT buat shooting kamis nih! Huaaaa, stress gila! Syapa lg ya?","Finally home! Tp tetep, kurang 3BT buat shooting kamis nih! Huaaaa, stress gila! Syapa lg ya?",neutral,0
317,317,3de9819b40,In the mood for shrimp scampi but I don't have vermouth.,I don't have vermouth.,negative,0
318,318,d13176b652,Boy is all graduated!  So proud of him!,!  So proud of him!,positive,0
319,319,d6f4a8bbb8,has britney spears  songs all over his Desktop now,has britney spears  songs all over his Desktop now,neutral,0
320,320,caabd948d9, was gonna DM you but it says you're not following me!    lol  after all I've done!  hahaha,was gonna DM you but it says you're not following me!    lol  after all I've done!  hah,neutral,0
321,321,7a08affa20,getting rained out @ the devon horse show.  *head desk*,getting rained out @ the devon horse show.  *head desk*,neutral,0
322,322,17abf64739, Tell my work to give me two days off in a row! Stat! I'm full time I'm supposed to have priority,Tell my work to give me two days off in a row! Stat! I'm full time I'm supposed to have priority,neutral,0
323,323,f7cfe686ee, what happened to my real-time feed? Now friend feed is just like the Twitter website,what happened to my real-time feed? Now friend feed is just like the Twitter website,neutral,0
324,324,4baf1879e8, My neighbour is fond of loud Nickelback.,fond,positive,0
325,325,57482a8b8b,: yay! Lol. Now I know how you felt when I was gone.,yay! Lol. Now I know how you felt when I was gone.,neutral,0
326,326,32f71e09e0, he didn't know there was going to be a test,he didn't know there was going to be a test,neutral,0
327,327,4728bee54a,#bgt It's a shame that the Dreambears won't get through,It's a shame,negative,0
328,328,edaa2912b8, video is not available to us foreigners,video is not available to us foreigners,neutral,0
